id,email,device_mac_id,ip,location,time_to_attempt,rejection_reason,is_suspicious,scenario
18,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-01T04:52:14Z,password_typo,0,normal_user_error
19,user8@example.com,02:96:B9:62:23:17,192.0.2.181,"Sylhet, BD",2026-07-01T04:59:08Z,password_typo,0,normal_user_error
20,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.141,"Dhaka, BD",2026-07-01T06:07:05Z,otp_failed,0,normal_user_error
21,user6@example.com,02:C2:31:B7:B0:87,192.0.2.207,"Chattogram, BD",2026-07-01T07:08:36Z,invalid_password,0,normal_user_error
22,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-01T07:39:11Z,invalid_password,0,normal_user_error
23,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.91,"Chattogram, BD",2026-07-01T07:43:01Z,password_typo,0,normal_user_error
24,user9@example.com,02:74:94:28:77:33,192.0.2.98,"Dhaka, BD",2026-07-01T09:06:52Z,password_typo,0,normal_user_error
25,user6@example.com,02:C2:31:B7:B0:87,192.0.2.207,"Chattogram, BD",2026-07-01T09:10:27Z,expired_session,0,normal_user_error
26,user6@example.com,02:C2:31:B7:B0:87,192.0.2.207,"Chattogram, BD",2026-07-01T09:12:24Z,otp_failed,0,normal_user_error
27,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.91,"Chattogram, BD",2026-07-01T09:21:15Z,invalid_password,0,normal_user_error
28,user8@example.com,02:96:B9:62:23:17,192.0.2.170,"Rajshahi, BD",2026-07-01T10:54:32Z,invalid_password,0,normal_user_error
29,user1@example.com,02:39:0C:8C:7D:72,192.0.2.36,"Dhaka, BD",2026-07-01T11:16:08Z,password_typo,0,normal_user_error
30,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-01T11:16:45Z,password_typo,0,normal_user_error
31,user8@example.com,02:96:B9:62:23:17,192.0.2.170,"Rajshahi, BD",2026-07-01T11:21:02Z,password_typo,0,normal_user_error
32,user9@example.com,02:74:94:28:77:33,192.0.2.98,"Dhaka, BD",2026-07-01T12:20:24Z,expired_session,0,normal_user_error
33,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-01T13:09:44Z,password_typo,0,normal_user_error
34,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.91,"Chattogram, BD",2026-07-01T13:19:19Z,password_typo,0,normal_user_error
35,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-01T13:56:09Z,password_typo,0,normal_user_error
36,user1@example.com,02:39:0C:8C:7D:72,192.0.2.36,"Dhaka, BD",2026-07-01T14:18:59Z,password_typo,0,normal_user_error
37,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-01T14:22:26Z,invalid_password,0,normal_user_error
38,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-01T15:01:36Z,invalid_password,0,normal_user_error
39,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-01T15:47:21Z,password_typo,0,normal_user_error
40,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-01T16:24:33Z,expired_session,0,normal_user_error
41,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-01T16:32:51Z,password_typo,0,normal_user_error
42,user9@example.com,02:74:94:28:77:33,192.0.2.98,"Dhaka, BD",2026-07-01T17:54:11Z,invalid_password,0,normal_user_error
43,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.91,"Chattogram, BD",2026-07-01T18:13:43Z,invalid_password,0,normal_user_error
44,user6@example.com,02:CB:27:99:53:7B,192.0.2.218,"Sylhet, BD",2026-07-01T18:14:34Z,invalid_password,0,normal_user_error
45,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-01T18:41:10Z,unknown_device,0,normal_user_error
46,user9@example.com,02:74:94:28:77:33,192.0.2.98,"Dhaka, BD",2026-07-01T18:57:15Z,password_typo,0,normal_user_error
47,user8@example.com,02:96:B9:62:23:17,192.0.2.170,"Rajshahi, BD",2026-07-01T19:07:43Z,invalid_password,0,normal_user_error
48,user6@example.com,02:C2:31:B7:B0:87,192.0.2.207,"Chattogram, BD",2026-07-01T19:22:32Z,otp_failed,0,normal_user_error
49,user8@example.com,02:96:B9:62:23:17,192.0.2.170,"Rajshahi, BD",2026-07-01T19:23:00Z,password_typo,0,normal_user_error
50,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-01T20:14:54Z,invalid_password,0,normal_user_error
51,user9@example.com,02:3C:C4:E6:A1:C0,192.0.2.98,"Dhaka, BD",2026-07-01T20:35:14Z,invalid_password,0,normal_user_error
52,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-01T21:24:18Z,invalid_password,0,normal_user_error
53,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-01T21:25:27Z,otp_failed,0,normal_user_error
54,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-01T21:40:27Z,password_typo,0,normal_user_error
55,user7@example.com,02:16:EB:3F:C1:28,192.0.2.142,"Sylhet, BD",2026-07-01T21:50:07Z,invalid_password,0,normal_user_error
56,user7@example.com,02:16:EB:3F:C1:28,192.0.2.142,"Sylhet, BD",2026-07-01T22:16:54Z,password_typo,0,normal_user_error
57,user6@example.com,02:C2:31:B7:B0:87,192.0.2.207,"Chattogram, BD",2026-07-01T22:35:50Z,unknown_device,0,normal_user_error
58,user8@example.com,02:96:B9:62:23:17,192.0.2.170,"Rajshahi, BD",2026-07-01T23:04:53Z,password_typo,0,normal_user_error
59,user8@example.com,02:96:B9:62:23:17,192.0.2.170,"Rajshahi, BD",2026-07-01T23:11:43Z,otp_failed,0,normal_user_error
60,user6@example.com,02:C2:31:B7:B0:87,192.0.2.207,"Chattogram, BD",2026-07-01T23:34:22Z,expired_session,0,normal_user_error
61,user9@example.com,02:74:94:28:77:33,192.0.2.98,"Dhaka, BD",2026-07-01T23:41:28Z,password_typo,0,normal_user_error
62,user7@example.com,02:16:EB:3F:C1:28,192.0.2.142,"Sylhet, BD",2026-07-02T00:14:30Z,password_typo,0,normal_user_error
63,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-02T00:42:55Z,otp_failed,0,normal_user_error
64,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.91,"Chattogram, BD",2026-07-02T00:52:59Z,invalid_password,0,normal_user_error
65,user6@example.com,02:C2:31:B7:B0:87,192.0.2.207,"Chattogram, BD",2026-07-02T01:17:02Z,otp_failed,0,normal_user_error
66,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-02T01:21:51Z,expired_session,0,normal_user_error
67,user2@example.com,02:E3:41:2F:A9:3E,192.0.2.24,"Rajshahi, BD",2026-07-02T01:23:56Z,password_typo,0,normal_user_error
68,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-02T02:18:48Z,password_typo,0,normal_user_error
69,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-02T03:36:17Z,password_typo,0,normal_user_error
70,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-02T03:56:47Z,expired_session,0,normal_user_error
71,user10@example.com,02:CF:5E:BD:ED:00,192.0.2.19,"Dubai, AE",2026-07-02T04:26:37Z,invalid_password,0,normal_user_error
72,user10@example.com,02:D8:26:7F:64:54,192.0.2.91,"Rajshahi, BD",2026-07-02T05:33:37Z,invalid_password,0,normal_user_error
73,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-02T07:14:31Z,password_typo,0,normal_user_error
74,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-02T07:15:09Z,password_typo,0,normal_user_error
75,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-02T07:58:55Z,invalid_password,0,normal_user_error
76,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-02T08:28:26Z,expired_session,0,normal_user_error
77,user1@example.com,02:39:0C:8C:7D:72,192.0.2.186,"London, GB",2026-07-02T08:29:44Z,password_typo,0,normal_user_error
78,user1@example.com,02:39:0C:8C:7D:72,192.0.2.36,"Dhaka, BD",2026-07-02T08:47:37Z,invalid_password,0,normal_user_error
79,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-02T08:50:27Z,invalid_password,0,normal_user_error
80,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-02T09:17:16Z,invalid_password,0,normal_user_error
81,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-02T09:30:26Z,invalid_password,0,normal_user_error
82,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-02T09:31:23Z,invalid_password,0,normal_user_error
83,user8@example.com,02:96:B9:62:23:17,192.0.2.170,"Rajshahi, BD",2026-07-02T09:40:42Z,invalid_password,0,normal_user_error
84,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.91,"Chattogram, BD",2026-07-02T09:43:37Z,otp_failed,0,normal_user_error
85,user8@example.com,02:96:B9:62:23:17,192.0.2.170,"Rajshahi, BD",2026-07-02T10:20:57Z,password_typo,0,normal_user_error
86,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-02T11:10:08Z,invalid_password,0,normal_user_error
87,user8@example.com,02:96:B9:62:23:17,192.0.2.170,"Rajshahi, BD",2026-07-02T12:06:34Z,password_typo,0,normal_user_error
88,user1@example.com,02:4E:7A:40:F2:3A,192.0.2.56,"Rajshahi, BD",2026-07-02T12:09:09Z,password_typo,0,normal_user_error
89,user3@example.com,02:6F:77:0D:65:D6,192.0.2.25,"Dubai, AE",2026-07-02T12:12:47Z,password_typo,0,normal_user_error
90,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-02T12:35:55Z,invalid_password,0,normal_user_error
91,user9@example.com,02:74:94:28:77:33,192.0.2.98,"Dhaka, BD",2026-07-02T12:59:11Z,expired_session,0,normal_user_error
92,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-02T13:21:05Z,password_typo,0,normal_user_error
93,user10@example.com,02:A9:C8:C3:68:C8,192.0.2.91,"Sylhet, BD",2026-07-02T13:31:34Z,invalid_password,0,normal_user_error
94,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.91,"Chattogram, BD",2026-07-02T13:43:43Z,invalid_password,0,normal_user_error
95,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.91,"Chattogram, BD",2026-07-02T13:43:53Z,password_typo,0,normal_user_error
96,user9@example.com,02:74:94:28:77:33,192.0.2.98,"Dhaka, BD",2026-07-02T13:56:17Z,invalid_password,0,normal_user_error
97,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-02T14:01:41Z,password_typo,0,normal_user_error
98,user6@example.com,02:39:F6:28:48:8F,192.0.2.207,"Dubai, AE",2026-07-02T14:59:09Z,invalid_password,0,normal_user_error
99,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.91,"Chattogram, BD",2026-07-02T15:07:09Z,password_typo,0,normal_user_error
100,user9@example.com,02:74:94:28:77:33,192.0.2.98,"Dhaka, BD",2026-07-02T15:10:14Z,invalid_password,0,normal_user_error
101,user7@example.com,02:16:EB:3F:C1:28,192.0.2.142,"Sylhet, BD",2026-07-02T15:28:30Z,invalid_password,0,normal_user_error
102,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-02T15:39:41Z,invalid_password,0,normal_user_error
103,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.91,"Chattogram, BD",2026-07-02T16:33:21Z,password_typo,0,normal_user_error
104,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-02T17:46:57Z,invalid_password,0,normal_user_error
105,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.91,"Chattogram, BD",2026-07-02T18:38:50Z,otp_failed,0,normal_user_error
106,user6@example.com,02:CA:7F:59:2B:30,198.51.100.137,"Sylhet, BD",2026-07-02T18:39:23Z,blocked_ip,1,brute_force_same_account
107,user6@example.com,02:CA:7F:59:2B:30,198.51.100.137,"Sylhet, BD",2026-07-02T18:39:41Z,too_many_attempts,1,brute_force_same_account
108,user6@example.com,02:CA:7F:59:2B:30,198.51.100.137,"Sylhet, BD",2026-07-02T18:39:47Z,invalid_password,1,brute_force_same_account
109,user6@example.com,02:CA:7F:59:2B:30,198.51.100.137,"Sylhet, BD",2026-07-02T18:39:55Z,blocked_ip,1,brute_force_same_account
110,user6@example.com,02:CA:7F:59:2B:30,198.51.100.137,"Sylhet, BD",2026-07-02T18:39:59Z,blocked_ip,1,brute_force_same_account
111,user6@example.com,02:CA:7F:59:2B:30,198.51.100.137,"Sylhet, BD",2026-07-02T18:39:59Z,invalid_password,1,brute_force_same_account
112,user6@example.com,02:CA:7F:59:2B:30,198.51.100.137,"Sylhet, BD",2026-07-02T18:40:18Z,invalid_password,1,brute_force_same_account
113,user6@example.com,02:CA:7F:59:2B:30,198.51.100.137,"Sylhet, BD",2026-07-02T18:40:19Z,blocked_ip,1,brute_force_same_account
114,user6@example.com,02:CA:7F:59:2B:30,198.51.100.137,"Sylhet, BD",2026-07-02T18:40:38Z,too_many_attempts,1,brute_force_same_account
115,user6@example.com,02:CA:7F:59:2B:30,198.51.100.137,"Sylhet, BD",2026-07-02T18:41:38Z,too_many_attempts,1,brute_force_same_account
116,user6@example.com,02:CA:7F:59:2B:30,198.51.100.137,"Sylhet, BD",2026-07-02T18:41:57Z,too_many_attempts,1,brute_force_same_account
117,user6@example.com,02:CA:7F:59:2B:30,198.51.100.137,"Sylhet, BD",2026-07-02T18:41:59Z,invalid_password,1,brute_force_same_account
118,user6@example.com,02:CA:7F:59:2B:30,198.51.100.137,"Sylhet, BD",2026-07-02T18:42:11Z,invalid_password,1,brute_force_same_account
119,user6@example.com,02:CA:7F:59:2B:30,198.51.100.137,"Sylhet, BD",2026-07-02T18:42:23Z,blocked_ip,1,brute_force_same_account
120,user6@example.com,02:CA:7F:59:2B:30,198.51.100.137,"Sylhet, BD",2026-07-02T18:43:17Z,invalid_password,1,brute_force_same_account
121,user9@example.com,02:74:94:28:77:33,192.0.2.98,"Dhaka, BD",2026-07-02T18:45:18Z,invalid_password,0,normal_user_error
122,user6@example.com,02:C2:31:B7:B0:87,192.0.2.207,"Chattogram, BD",2026-07-02T18:46:59Z,invalid_password,0,normal_user_error
123,user6@example.com,02:C2:31:B7:B0:87,192.0.2.207,"Chattogram, BD",2026-07-02T18:52:13Z,otp_failed,0,normal_user_error
124,user8@example.com,02:96:B9:62:23:17,192.0.2.170,"Rajshahi, BD",2026-07-02T19:05:21Z,invalid_password,0,normal_user_error
125,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-02T19:39:04Z,password_typo,0,normal_user_error
126,user9@example.com,02:74:94:28:77:33,192.0.2.98,"Dhaka, BD",2026-07-02T19:58:44Z,otp_failed,0,normal_user_error
127,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.91,"Chattogram, BD",2026-07-02T19:59:17Z,otp_failed,0,normal_user_error
128,user1@example.com,02:39:0C:8C:7D:72,192.0.2.36,"Dhaka, BD",2026-07-02T20:04:54Z,invalid_password,0,normal_user_error
129,user7@example.com,02:16:EB:3F:C1:28,192.0.2.142,"Sylhet, BD",2026-07-02T21:07:02Z,invalid_password,0,normal_user_error
130,user7@example.com,02:16:EB:3F:C1:28,192.0.2.142,"Sylhet, BD",2026-07-02T21:11:05Z,otp_failed,0,normal_user_error
131,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.231,"Chattogram, BD",2026-07-02T21:28:51Z,password_typo,0,normal_user_error
132,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-02T21:54:39Z,otp_failed,0,normal_user_error
133,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-02T21:57:22Z,invalid_password,0,normal_user_error
134,user10@example.com,02:6F:F5:6A:AA:9B,192.0.2.4,"Rajshahi, BD",2026-07-02T22:04:34Z,invalid_password,0,normal_user_error
135,user6@example.com,02:34:B5:D0:4F:79,192.0.2.250,"Rajshahi, BD",2026-07-02T22:28:51Z,expired_session,0,normal_user_error
136,user1@example.com,02:39:0C:8C:7D:72,192.0.2.163,"New York, US",2026-07-02T22:29:32Z,expired_session,0,normal_user_error
137,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.91,"Chattogram, BD",2026-07-02T22:59:15Z,expired_session,0,normal_user_error
138,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.91,"Chattogram, BD",2026-07-02T23:25:03Z,expired_session,0,normal_user_error
139,user8@example.com,02:96:B9:62:23:17,192.0.2.170,"Rajshahi, BD",2026-07-02T23:31:32Z,unknown_device,0,normal_user_error
140,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.91,"Chattogram, BD",2026-07-02T23:50:56Z,password_typo,0,normal_user_error
141,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.91,"Chattogram, BD",2026-07-03T00:46:10Z,password_typo,0,normal_user_error
142,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03T00:49:26Z,invalid_password,0,normal_user_error
143,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03T02:16:00Z,password_typo,0,normal_user_error
144,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-03T02:25:35Z,password_typo,0,normal_user_error
145,user8@example.com,02:96:B9:62:23:17,192.0.2.170,"Rajshahi, BD",2026-07-03T02:28:06Z,invalid_password,0,normal_user_error
146,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-03T02:30:09Z,invalid_password,0,normal_user_error
147,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.91,"Chattogram, BD",2026-07-03T02:31:26Z,otp_failed,0,normal_user_error
148,user9@example.com,02:74:94:28:77:33,192.0.2.137,"Rajshahi, BD",2026-07-03T02:38:24Z,password_typo,0,normal_user_error
149,user9@example.com,02:74:94:28:77:33,192.0.2.98,"Dhaka, BD",2026-07-03T02:39:36Z,invalid_password,0,normal_user_error
150,user7@example.com,02:16:EB:3F:C1:28,192.0.2.142,"Sylhet, BD",2026-07-03T02:51:10Z,password_typo,0,normal_user_error
151,user8@example.com,02:96:B9:62:23:17,192.0.2.170,"Rajshahi, BD",2026-07-03T02:54:19Z,password_typo,0,normal_user_error
152,user5@example.com,02:07:4E:AE:80:59,203.0.113.146,"New York, US",2026-07-03T02:58:53Z,invalid_password,1,credential_stuffing_many_accounts
153,user10@example.com,02:07:4E:AE:80:59,203.0.113.146,"New York, US",2026-07-03T02:59:07Z,invalid_password,1,credential_stuffing_many_accounts
154,user6@example.com,02:07:4E:AE:80:59,203.0.113.146,"New York, US",2026-07-03T02:59:37Z,invalid_password,1,credential_stuffing_many_accounts
155,user2@example.com,02:07:4E:AE:80:59,203.0.113.146,"New York, US",2026-07-03T02:59:53Z,blocked_ip,1,credential_stuffing_many_accounts
156,user3@example.com,02:07:4E:AE:80:59,203.0.113.146,"New York, US",2026-07-03T02:59:59Z,invalid_password,1,credential_stuffing_many_accounts
157,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-03T03:00:15Z,invalid_password,0,normal_user_error
158,user1@example.com,02:07:4E:AE:80:59,203.0.113.146,"New York, US",2026-07-03T03:00:17Z,blocked_ip,1,credential_stuffing_many_accounts
159,user6@example.com,02:07:4E:AE:80:59,203.0.113.146,"New York, US",2026-07-03T03:00:29Z,blocked_ip,1,credential_stuffing_many_accounts
160,user8@example.com,02:07:4E:AE:80:59,203.0.113.146,"New York, US",2026-07-03T03:00:32Z,blocked_ip,1,credential_stuffing_many_accounts
161,user5@example.com,02:07:4E:AE:80:59,203.0.113.146,"New York, US",2026-07-03T03:00:33Z,invalid_password,1,credential_stuffing_many_accounts
162,user7@example.com,02:07:4E:AE:80:59,203.0.113.146,"New York, US",2026-07-03T03:00:53Z,invalid_password,1,credential_stuffing_many_accounts
163,user4@example.com,02:07:4E:AE:80:59,203.0.113.146,"New York, US",2026-07-03T03:01:17Z,invalid_password,1,credential_stuffing_many_accounts
164,user9@example.com,02:07:4E:AE:80:59,203.0.113.146,"New York, US",2026-07-03T03:01:23Z,invalid_password,1,credential_stuffing_many_accounts
165,user3@example.com,02:07:4E:AE:80:59,203.0.113.146,"New York, US",2026-07-03T03:01:42Z,blocked_ip,1,credential_stuffing_many_accounts
166,user2@example.com,02:07:4E:AE:80:59,203.0.113.146,"New York, US",2026-07-03T03:03:05Z,invalid_password,1,credential_stuffing_many_accounts
167,user10@example.com,02:07:4E:AE:80:59,203.0.113.146,"New York, US",2026-07-03T03:03:17Z,blocked_ip,1,credential_stuffing_many_accounts
168,user8@example.com,02:96:B9:62:23:17,192.0.2.170,"Rajshahi, BD",2026-07-03T03:05:27Z,password_typo,0,normal_user_error
169,user6@example.com,02:C2:31:B7:B0:87,192.0.2.207,"Rajshahi, BD",2026-07-03T03:09:10Z,otp_failed,0,normal_user_error
170,user9@example.com,02:74:94:28:77:33,192.0.2.98,"Dhaka, BD",2026-07-03T04:00:13Z,invalid_password,0,normal_user_error
171,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-03T04:07:14Z,invalid_password,0,normal_user_error
172,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-03T04:59:36Z,password_typo,0,normal_user_error
173,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03T05:06:43Z,invalid_password,0,normal_user_error
174,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-03T05:15:56Z,invalid_password,0,normal_user_error
175,user9@example.com,02:2D:54:0C:9E:3F,192.0.2.22,"Dubai, AE",2026-07-03T05:23:01Z,invalid_password,0,normal_user_error
176,user1@example.com,02:39:0C:8C:7D:72,192.0.2.36,"Dhaka, BD",2026-07-03T05:35:00Z,invalid_password,0,normal_user_error
177,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03T05:49:16Z,password_typo,0,normal_user_error
178,user1@example.com,02:39:0C:8C:7D:72,192.0.2.36,"Dhaka, BD",2026-07-03T05:50:34Z,password_typo,0,normal_user_error
179,user6@example.com,02:C2:31:B7:B0:87,192.0.2.207,"Chattogram, BD",2026-07-03T06:22:54Z,password_typo,0,normal_user_error
180,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.176,"Singapore, SG",2026-07-03T06:44:07Z,invalid_password,0,normal_user_error
181,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-03T07:37:55Z,password_typo,0,normal_user_error
182,user1@example.com,02:39:0C:8C:7D:72,192.0.2.36,"Dhaka, BD",2026-07-03T08:05:45Z,password_typo,0,normal_user_error
183,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-03T08:31:24Z,invalid_password,0,normal_user_error
184,user9@example.com,02:74:94:28:77:33,192.0.2.98,"Dhaka, BD",2026-07-03T08:35:24Z,password_typo,0,normal_user_error
185,user6@example.com,02:C2:31:B7:B0:87,192.0.2.207,"Chattogram, BD",2026-07-03T08:45:25Z,password_typo,0,normal_user_error
186,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03T08:59:40Z,invalid_password,0,normal_user_error
187,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03T09:25:41Z,otp_failed,0,normal_user_error
188,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-03T09:49:46Z,password_typo,0,normal_user_error
189,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-03T10:39:46Z,password_typo,0,normal_user_error
190,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-03T10:51:35Z,unknown_device,0,normal_user_error
191,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-03T10:56:22Z,password_typo,0,normal_user_error
192,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-03T10:57:33Z,invalid_password,0,normal_user_error
193,user9@example.com,02:F1:E1:A2:89:63,203.0.113.156,"Dubai, AE",2026-07-03T11:55:19Z,otp_failed,1,possible_account_takeover
