id,email,device_mac_id,ip,location,time_to_attempt,rejection_reason,is_suspicious,scenario,email_attempt_last_5m,_original_row
2536,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-26 12:40:02+00:00,password_typo,0,normal_user_error,1,464
2529,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-26 09:25:56+00:00,invalid_password,0,normal_user_error,1,471
2526,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-26 08:50:28+00:00,otp_failed,0,normal_user_error,1,474
2506,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-26 07:08:34+00:00,password_typo,0,normal_user_error,1,494
2498,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-26 05:24:06+00:00,invalid_password,0,normal_user_error,5,502
2497,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-26 05:11:47+00:00,invalid_password,0,normal_user_error,5,503
2484,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-26 01:53:39+00:00,otp_failed,0,normal_user_error,1,516
2482,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-26 01:37:00+00:00,expired_session,0,normal_user_error,1,518
2479,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Singapore, SG",2026-07-26 00:55:13+00:00,invalid_password,0,normal_user_error,1,521
2466,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-25 19:16:03+00:00,expired_session,0,normal_user_error,1,534
2455,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-25 13:23:54+00:00,otp_failed,0,normal_user_error,1,545
2450,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-25 10:31:36+00:00,unknown_device,0,normal_user_error,1,550
2430,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-25 06:50:52+00:00,password_typo,0,normal_user_error,1,570
2425,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-25 05:43:42+00:00,otp_failed,0,normal_user_error,1,575
2424,user4@example.com,02:E5:8E:03:51:D8,192.0.2.118,"Sylhet, BD",2026-07-25 03:49:27+00:00,invalid_password,0,normal_user_error,1,576
2419,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-25 02:59:26+00:00,unknown_device,0,normal_user_error,1,581
2415,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-25 00:35:09+00:00,invalid_password,0,normal_user_error,1,585
2414,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-25 00:23:04+00:00,expired_session,0,normal_user_error,1,586
2412,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-24 22:57:16+00:00,expired_session,0,normal_user_error,1,588
2411,user4@example.com,02:D2:9F:AC:4D:12,203.0.113.65,"New York, US",2026-07-24 22:56:57+00:00,invalid_password,1,credential_stuffing_many_accounts,1,589
2401,user4@example.com,02:D2:9F:AC:4D:12,203.0.113.65,"New York, US",2026-07-24 22:53:33+00:00,blocked_ip,1,credential_stuffing_many_accounts,1,599
2378,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-24 16:23:57+00:00,password_typo,0,normal_user_error,2,622
2362,user4@example.com,02:04:DC:39:E2:63,203.0.113.77,"Dubai, AE",2026-07-24 15:45:01+00:00,invalid_password,1,credential_stuffing_many_accounts,4,638
2360,user4@example.com,02:04:DC:39:E2:63,203.0.113.77,"Dubai, AE",2026-07-24 15:44:41+00:00,invalid_password,1,credential_stuffing_many_accounts,3,640
2350,user4@example.com,02:04:DC:39:E2:63,203.0.113.77,"Dubai, AE",2026-07-24 15:41:33+00:00,blocked_ip,1,credential_stuffing_many_accounts,2,650
2300,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-24 06:05:12+00:00,unknown_device,0,normal_user_error,1,700
2288,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-24 02:41:19+00:00,password_typo,0,normal_user_error,2,712
2284,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-24 00:45:38+00:00,password_typo,0,normal_user_error,1,716
2274,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Dhaka, BD",2026-07-23 20:40:33+00:00,invalid_password,0,normal_user_error,1,726
2242,user4@example.com,02:E1:04:EE:12:B7,203.0.113.5,"Dubai, AE",2026-07-23 11:15:38+00:00,invalid_password,1,credential_stuffing_many_accounts,1,758
2227,user4@example.com,02:E1:04:EE:12:B7,203.0.113.5,"Dubai, AE",2026-07-23 11:10:04+00:00,invalid_password,1,credential_stuffing_many_accounts,1,773
2221,user4@example.com,02:E1:04:EE:12:B7,203.0.113.5,"Dubai, AE",2026-07-23 11:07:58+00:00,invalid_password,1,credential_stuffing_many_accounts,1,779
2191,user4@example.com,02:72:E8:A9:F2:BA,192.0.2.30,"New York, US",2026-07-23 03:31:14+00:00,invalid_password,0,normal_user_error,2,809
2173,user4@example.com,02:55:3D:D6:86:F0,203.0.113.4,"Chattogram, BD",2026-07-23 01:04:08+00:00,blocked_ip,1,credential_stuffing_many_accounts,1,827
2167,user4@example.com,02:55:3D:D6:86:F0,203.0.113.4,"Chattogram, BD",2026-07-23 01:02:34+00:00,invalid_password,1,credential_stuffing_many_accounts,1,833
2152,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-22 22:31:17+00:00,invalid_password,0,normal_user_error,1,848
2145,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-22 19:47:34+00:00,invalid_password,0,normal_user_error,1,855
2139,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-22 16:29:04+00:00,unknown_device,0,normal_user_error,1,861
2131,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-22 13:31:44+00:00,expired_session,0,normal_user_error,2,869
2118,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Dhaka, BD",2026-07-22 07:35:54+00:00,invalid_password,0,normal_user_error,3,882
2104,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-22 04:07:16+00:00,invalid_password,0,normal_user_error,1,896
2102,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-22 03:43:49+00:00,expired_session,0,normal_user_error,1,898
2092,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-21 22:59:06+00:00,invalid_password,0,normal_user_error,1,908
2084,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-21 20:05:25+00:00,password_typo,0,normal_user_error,1,916
2083,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-21 19:57:07+00:00,unknown_device,0,normal_user_error,1,917
2079,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-21 17:38:55+00:00,invalid_password,0,normal_user_error,1,921
2076,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-21 16:34:20+00:00,expired_session,0,normal_user_error,1,924
2073,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-21 14:48:58+00:00,invalid_password,0,normal_user_error,1,927
2072,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-21 14:14:23+00:00,invalid_password,0,normal_user_error,1,928
2051,user4@example.com,02:04:97:3C:DE:96,203.0.113.103,"London, GB",2026-07-21 07:18:19+00:00,blocked_ip,1,credential_stuffing_many_accounts,5,949
2032,user4@example.com,02:04:97:3C:DE:96,203.0.113.103,"London, GB",2026-07-21 07:12:49+00:00,blocked_ip,1,credential_stuffing_many_accounts,1,968
2025,user4@example.com,02:04:97:3C:DE:96,203.0.113.103,"London, GB",2026-07-21 07:11:21+00:00,invalid_password,1,credential_stuffing_many_accounts,1,975
2019,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-21 06:13:42+00:00,invalid_password,0,normal_user_error,6,981
2000,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-21 01:26:44+00:00,password_typo,0,normal_user_error,1,1000
1988,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-20 22:57:45+00:00,password_typo,0,normal_user_error,1,1012
1987,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-20 22:34:41+00:00,expired_session,0,normal_user_error,1,1013
1961,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-20 17:07:55+00:00,invalid_password,0,normal_user_error,1,1039
1954,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-20 14:25:57+00:00,otp_failed,0,normal_user_error,1,1046
1912,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-20 07:06:49+00:00,password_typo,0,normal_user_error,3,1088
1908,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-20 06:09:32+00:00,invalid_password,0,normal_user_error,6,1092
1903,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Dhaka, BD",2026-07-20 04:30:54+00:00,invalid_password,0,normal_user_error,2,1097
1865,user4@example.com,02:40:71:36:CA:04,192.0.2.88,"New York, US",2026-07-19 20:13:20+00:00,password_typo,0,normal_user_error,1,1135
1853,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-19 16:19:19+00:00,password_typo,0,normal_user_error,1,1147
1852,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-19 16:07:23+00:00,password_typo,0,normal_user_error,1,1148
1850,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-19 15:22:02+00:00,invalid_password,0,normal_user_error,1,1150
1826,user4@example.com,02:3F:2F:59:3E:53,203.0.113.152,"Rajshahi, BD",2026-07-19 11:22:01+00:00,invalid_password,1,credential_stuffing_many_accounts,2,1174
1815,user4@example.com,02:3F:2F:59:3E:53,203.0.113.152,"Rajshahi, BD",2026-07-19 11:19:45+00:00,invalid_password,1,credential_stuffing_many_accounts,1,1185
1803,user4@example.com,02:21:AF:73:9E:69,203.0.113.4,"Rajshahi, BD",2026-07-19 10:39:46+00:00,invalid_password,1,credential_stuffing_many_accounts,5,1197
1801,user4@example.com,02:21:AF:73:9E:69,203.0.113.4,"Rajshahi, BD",2026-07-19 10:39:13+00:00,blocked_ip,1,credential_stuffing_many_accounts,5,1199
1783,user4@example.com,02:21:AF:73:9E:69,203.0.113.4,"Rajshahi, BD",2026-07-19 10:35:33+00:00,invalid_password,1,credential_stuffing_many_accounts,1,1217
1779,user4@example.com,02:DC:1A:9C:10:B2,198.51.100.48,"Dhaka, BD",2026-07-19 10:01:22+00:00,too_many_attempts,1,brute_force_same_account,1,1221
1778,user4@example.com,02:DC:1A:9C:10:B2,198.51.100.48,"Dhaka, BD",2026-07-19 10:01:16+00:00,too_many_attempts,1,brute_force_same_account,1,1222
1777,user4@example.com,02:DC:1A:9C:10:B2,198.51.100.48,"Dhaka, BD",2026-07-19 10:00:52+00:00,too_many_attempts,1,brute_force_same_account,1,1223
1776,user4@example.com,02:DC:1A:9C:10:B2,198.51.100.48,"Dhaka, BD",2026-07-19 10:00:20+00:00,invalid_password,1,brute_force_same_account,1,1224
1775,user4@example.com,02:DC:1A:9C:10:B2,198.51.100.48,"Dhaka, BD",2026-07-19 10:00:07+00:00,blocked_ip,1,brute_force_same_account,1,1225
1774,user4@example.com,02:DC:1A:9C:10:B2,198.51.100.48,"Dhaka, BD",2026-07-19 09:59:24+00:00,invalid_password,1,brute_force_same_account,1,1226
1773,user4@example.com,02:DC:1A:9C:10:B2,198.51.100.48,"Dhaka, BD",2026-07-19 09:59:08+00:00,too_many_attempts,1,brute_force_same_account,1,1227
1772,user4@example.com,02:DC:1A:9C:10:B2,198.51.100.48,"Dhaka, BD",2026-07-19 09:59:02+00:00,too_many_attempts,1,brute_force_same_account,1,1228
1771,user4@example.com,02:DC:1A:9C:10:B2,198.51.100.48,"Dhaka, BD",2026-07-19 09:58:40+00:00,too_many_attempts,1,brute_force_same_account,1,1229
1770,user4@example.com,02:DC:1A:9C:10:B2,198.51.100.48,"Dhaka, BD",2026-07-19 09:58:16+00:00,too_many_attempts,1,brute_force_same_account,1,1230
1769,user4@example.com,02:DC:1A:9C:10:B2,198.51.100.48,"Dhaka, BD",2026-07-19 09:58:13+00:00,invalid_password,1,brute_force_same_account,1,1231
1768,user4@example.com,02:DC:1A:9C:10:B2,198.51.100.48,"Dhaka, BD",2026-07-19 09:58:09+00:00,invalid_password,1,brute_force_same_account,1,1232
1766,user4@example.com,02:DC:1A:9C:10:B2,198.51.100.48,"Dhaka, BD",2026-07-19 09:58:02+00:00,blocked_ip,1,brute_force_same_account,1,1233
1767,user4@example.com,02:DC:1A:9C:10:B2,198.51.100.48,"Dhaka, BD",2026-07-19 09:58:02+00:00,blocked_ip,1,brute_force_same_account,1,1234
1765,user4@example.com,02:DC:1A:9C:10:B2,198.51.100.48,"Dhaka, BD",2026-07-19 09:57:46+00:00,invalid_password,1,brute_force_same_account,1,1235
1764,user4@example.com,02:DC:1A:9C:10:B2,198.51.100.48,"Dhaka, BD",2026-07-19 09:57:24+00:00,blocked_ip,1,brute_force_same_account,1,1236
1763,user4@example.com,02:DC:1A:9C:10:B2,198.51.100.48,"Dhaka, BD",2026-07-19 09:57:22+00:00,blocked_ip,1,brute_force_same_account,1,1237
1762,user4@example.com,02:DC:1A:9C:10:B2,198.51.100.48,"Dhaka, BD",2026-07-19 09:57:03+00:00,invalid_password,1,brute_force_same_account,1,1238
1761,user4@example.com,02:DC:1A:9C:10:B2,198.51.100.48,"Dhaka, BD",2026-07-19 09:56:52+00:00,too_many_attempts,1,brute_force_same_account,1,1239
1757,user4@example.com,02:E5:8E:03:51:D8,192.0.2.79,"Chattogram, BD",2026-07-19 09:08:19+00:00,password_typo,0,normal_user_error,2,1243
1735,user4@example.com,02:61:09:02:7F:73,192.0.2.89,"New York, US",2026-07-19 02:41:40+00:00,invalid_password,0,normal_user_error,1,1265
1725,user4@example.com,02:D4:50:D6:58:59,203.0.113.159,"Sylhet, BD",2026-07-19 01:08:32+00:00,invalid_password,1,credential_stuffing_many_accounts,1,1275
1724,user4@example.com,02:D4:50:D6:58:59,203.0.113.159,"Sylhet, BD",2026-07-19 01:08:12+00:00,invalid_password,1,credential_stuffing_many_accounts,1,1276
1710,user4@example.com,02:D4:50:D6:58:59,203.0.113.159,"Sylhet, BD",2026-07-19 01:04:23+00:00,invalid_password,1,credential_stuffing_many_accounts,1,1290
1687,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-18 16:20:55+00:00,otp_failed,0,normal_user_error,1,1313
1682,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-18 14:33:35+00:00,password_typo,0,normal_user_error,1,1318
1656,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-18 05:36:54+00:00,password_typo,0,normal_user_error,1,1344
1626,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-17 23:03:06+00:00,unknown_device,0,normal_user_error,14,1374
1617,user4@example.com,02:D6:F6:F3:52:DF,203.0.113.242,"New York, US",2026-07-17 22:58:44+00:00,blocked_ip,1,credential_stuffing_many_accounts,1,1383
1607,user4@example.com,02:D6:F6:F3:52:DF,203.0.113.242,"New York, US",2026-07-17 22:56:28+00:00,invalid_password,1,credential_stuffing_many_accounts,1,1393
1590,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-17 20:39:10+00:00,password_typo,0,normal_user_error,1,1410
1558,user4@example.com,02:E5:8E:03:51:D8,192.0.2.40,"Dubai, AE",2026-07-17 14:08:49+00:00,invalid_password,0,normal_user_error,1,1442
1556,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-17 12:21:11+00:00,invalid_password,0,normal_user_error,1,1444
1542,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-17 09:43:16+00:00,invalid_password,0,normal_user_error,1,1458
1526,user4@example.com,02:B5:A1:E6:9D:D9,203.0.113.187,"Singapore, SG",2026-07-17 04:54:37+00:00,invalid_password,1,credential_stuffing_many_accounts,2,1474
1511,user4@example.com,02:B5:A1:E6:9D:D9,203.0.113.187,"Singapore, SG",2026-07-17 04:50:32+00:00,invalid_password,1,credential_stuffing_many_accounts,1,1489
1486,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-16 22:47:58+00:00,expired_session,0,normal_user_error,14,1514
1466,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-16 13:51:09+00:00,invalid_password,0,normal_user_error,1,1534
1458,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-16 10:14:50+00:00,invalid_password,0,normal_user_error,1,1542
1452,user4@example.com,02:E0:62:0A:C1:B7,192.0.2.65,"New York, US",2026-07-16 09:01:41+00:00,otp_failed,0,normal_user_error,1,1548
1451,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-16 08:51:47+00:00,expired_session,0,normal_user_error,1,1549
1436,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-16 01:48:21+00:00,password_typo,0,normal_user_error,1,1564
1435,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-16 01:39:53+00:00,invalid_password,0,normal_user_error,1,1565
1425,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-15 20:45:21+00:00,invalid_password,0,normal_user_error,2,1575
1423,user4@example.com,02:F9:1D:B6:03:EB,192.0.2.88,"Dhaka, BD",2026-07-15 19:08:26+00:00,invalid_password,0,normal_user_error,1,1577
1391,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-15 12:12:33+00:00,otp_failed,0,normal_user_error,2,1609
1385,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-15 10:31:22+00:00,otp_failed,0,normal_user_error,1,1615
1382,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-15 09:09:07+00:00,invalid_password,0,normal_user_error,1,1618
1371,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-15 06:44:30+00:00,unknown_device,0,normal_user_error,1,1629
1359,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-15 06:01:32+00:00,password_typo,0,normal_user_error,2,1641
1355,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-15 04:18:33+00:00,invalid_password,0,normal_user_error,1,1645
1331,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-14 22:39:53+00:00,password_typo,0,normal_user_error,1,1669
1330,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-14 21:20:36+00:00,expired_session,0,normal_user_error,1,1670
1327,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-14 20:25:06+00:00,otp_failed,0,normal_user_error,2,1673
1315,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-14 16:23:13+00:00,expired_session,0,normal_user_error,1,1685
1311,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-14 13:03:57+00:00,invalid_password,0,normal_user_error,1,1689
1308,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-14 12:26:58+00:00,invalid_password,0,normal_user_error,1,1692
1304,user4@example.com,02:E5:8E:03:51:D8,192.0.2.211,"Sylhet, BD",2026-07-14 11:34:59+00:00,invalid_password,0,normal_user_error,1,1696
1290,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-14 06:49:17+00:00,invalid_password,0,normal_user_error,2,1710
1281,user4@example.com,02:3F:C1:CD:43:8A,203.0.113.192,"Chattogram, BD",2026-07-14 05:29:08+00:00,invalid_password,1,credential_stuffing_many_accounts,1,1719
1271,user4@example.com,02:3F:C1:CD:43:8A,203.0.113.192,"Chattogram, BD",2026-07-14 05:26:29+00:00,invalid_password,1,credential_stuffing_many_accounts,1,1729
1257,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-14 01:30:18+00:00,password_typo,0,normal_user_error,1,1743
1250,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-13 23:03:06+00:00,password_typo,0,normal_user_error,2,1750
1249,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-13 22:51:04+00:00,password_typo,0,normal_user_error,1,1751
1248,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-13 22:08:55+00:00,password_typo,0,normal_user_error,1,1752
1245,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-13 21:13:10+00:00,invalid_password,0,normal_user_error,1,1755
1216,user4@example.com,02:E5:8E:03:51:D8,192.0.2.28,"Singapore, SG",2026-07-13 14:10:00+00:00,expired_session,0,normal_user_error,1,1784
